entry_datetime,exit_datetime,signal,entry_price,stop_loss,tp1,tp2,tp3,tp4,tp5,tp6,tp7,tp8,tp9,exit_price,status,pnl,rr_achieved,year
2018-01-16 10:20:00,2018-01-01 17:00:00,SELL,7969.135539,7991.703746375526,7946.567331624474,7935.28322793671,7923.999124248948,7912.715020561185,7901.430916873422,7890.146813185658,7878.862709497896,7867.578605810133,7856.2945021223695,7856.2945021223695,tp9_hit,112.84103687763036,5.0,2018
2018-01-16 10:20:00,2018-01-01 17:00:00,SELL,7969.135539,8003.419209806406,7934.851868193594,7917.710032790391,7900.568197387188,7883.426361983985,7866.284526580782,7849.142691177579,7832.000855774376,7814.859020371173,7797.71718496797,7797.71718496797,tp9_hit,171.41835403203004,5.0,2018
2018-01-16 10:20:00,2018-01-01 17:00:00,SELL,7969.135539,8010.1556012791625,7928.115476720837,7907.6054455812555,7887.095414441675,7866.585383302094,7846.075352162512,7825.56532102293,7805.055289883349,7784.5452587437685,7764.035227604187,7764.035227604187,tp9_hit,205.10031139581315,5.0,2018
2018-02-07 04:35:00,2018-01-01 17:00:00,SELL,7716.082024,7731.913332795739,7700.250715204262,7692.335060806392,7684.419406408523,7676.503752010654,7668.588097612785,7660.672443214915,7652.756788817046,7644.841134419177,7636.9254800213075,7636.9254800213075,tp9_hit,79.15654397869275,5.0,2018
2018-02-07 04:25:00,2018-01-01 17:00:00,SELL,7729.554781,7740.699930368899,7718.409631631101,7712.8370569466515,7707.264482262201,7701.691907577751,7696.119332893302,7690.546758208853,7684.974183524403,7679.401608839953,7673.829034155504,7673.829034155504,tp9_hit,55.725746844495916,5.0,2018
2018-03-06 09:05:00,2018-01-01 17:00:00,SELL,8100.348474,8115.594777157092,8085.102170842909,8077.479019264363,8069.855867685817,8062.232716107272,8054.609564528726,8046.98641295018,8039.3632613716345,8031.740109793089,8024.116958214543,8024.116958214543,tp9_hit,76.2315157854573,5.0,2018
2018-03-20 10:50:00,2018-01-01 17:00:00,SELL,8018.298646,8064.71730440235,7971.87998759765,7948.670658396475,7925.4613291953,7902.251999994125,7879.04267079295,7855.833341591775,7832.6240123906,7809.414683189425,7786.20535398825,7786.20535398825,tp9_hit,232.09329201175024,5.0,2018
2018-03-20 10:50:00,2018-01-01 17:00:00,SELL,8018.298646,8059.172337312439,7977.424954687562,7956.988109031343,7936.551263375123,7916.1144177189035,7895.677572062685,7875.240726406466,7854.803880750246,7834.3670350940265,7813.930189437808,7813.930189437808,tp9_hit,204.36845656219248,5.0,2018
2018-03-28 03:05:00,2018-01-02 09:50:00,SELL,7582.581817,7613.240223449995,7551.923410550005,7536.594207325008,7521.265004100011,7505.935800875013,7490.606597650016,7475.277394425018,7459.948191200021,7444.618987975024,7429.289784750026,7613.240223449995,sl_hit,-30.6584064499948,-1.0,2018
2018-03-28 03:05:00,2018-01-02 13:00:00,SELL,7582.581817,7628.415922801332,7536.747711198668,7513.830658298002,7490.913605397336,7467.99655249667,7445.079499596004,7422.162446695338,7399.245393794672,7376.328340894006,7353.41128799334,7628.415922801332,sl_hit,-45.83410580133204,-1.0,2018
2018-03-28 03:05:00,2018-01-03 03:40:00,SELL,7582.581817,7649.720271409945,7515.443362590056,7481.874135385084,7448.304908180111,7414.735680975138,7381.166453770166,7347.597226565194,7314.027999360222,7280.458772155249,7246.889544950277,7649.720271409945,sl_hit,-67.13845440994464,-1.0,2018
2018-05-02 10:50:00,2018-01-01 17:00:00,SELL,7770.526651,7809.94064485005,7731.11265714995,7711.405660224925,7691.6986632999,7671.9916663748745,7652.284669449849,7632.577672524824,7612.870675599799,7593.163678674774,7573.456681749749,7573.456681749749,tp9_hit,197.06996925025123,5.0,2018
2018-05-03 09:30:00,2018-01-03 11:50:00,SELL,7678.597113,7718.010922990975,7639.183303009025,7619.476398013538,7599.76949301805,7580.062588022562,7560.3556830270745,7540.648778031587,7520.941873036099,7501.234968040611,7481.528063045124,7718.010922990975,sl_hit,-39.413809990975096,-1.0,2018
2018-05-03 09:30:00,2018-01-04 02:20:00,SELL,7678.597113,7731.435580840236,7625.758645159764,7599.339411239645,7572.920177319527,7546.500943399409,7520.081709479291,7493.662475559173,7467.243241639055,7440.824007718937,7414.4047737988185,7731.435580840236,sl_hit,-52.83846784023626,-1.0,2018
2018-05-07 09:10:00,2018-01-01 17:00:00,SELL,7967.22668,7978.624390216867,7955.828969783132,7950.130114674699,7944.431259566265,7938.732404457831,7933.033549349398,7927.334694240964,7921.63583913253,7915.936984024096,7910.238128915663,7910.238128915663,tp9_hit,56.988551084336905,5.0,2018
2018-06-19 09:35:00,2018-01-01 17:00:00,SELL,8337.86993,8375.701470369439,8300.038389630563,8281.122619445843,8262.206849261125,8243.291079076407,8224.375308891687,8205.459538706968,8186.54376852225,8167.627998337531,8148.712228152812,8148.712228152812,tp9_hit,189.15770184718895,5.0,2018
2018-06-27 10:05:00,2018-01-01 17:00:00,SELL,8281.438631,8297.453789874391,8265.42347212561,8257.415892688416,8249.40831325122,8241.400733814025,8233.39315437683,8225.385574939635,8217.37799550244,8209.370416065245,8201.36283662805,8201.36283662805,tp9_hit,80.0757943719509,5.0,2018
2018-07-19 08:55:00,2018-01-01 17:00:00,SELL,8576.684862,8602.008885983365,8551.360838016635,8538.698826024953,8526.03681403327,8513.374802041588,8500.712790049905,8488.050778058223,8475.38876606654,8462.726754074858,8450.064742083176,8450.064742083176,tp9_hit,126.62011991682448,5.0,2018
2018-08-03 08:40:00,2018-01-01 17:00:00,SELL,8586.284001,8605.790372546322,8566.777629453678,8557.024443680517,8547.271257907356,8537.518072134195,8527.764886361034,8518.011700587873,8508.258514814712,8498.50532904155,8488.75214326839,8488.75214326839,tp9_hit,97.53185773161022,5.0,2018
2018-08-07 09:15:00,2018-01-01 17:00:00,SELL,8686.347748,8699.745765456732,8672.949730543269,8666.250721814904,8659.551713086537,8652.85270435817,8646.153695629806,8639.454686901441,8632.755678173075,8626.056669444708,8619.357660716343,8619.357660716343,tp9_hit,66.99008728365698,5.0,2018
2018-09-21 08:50:00,2018-01-01 17:00:00,SELL,8826.944445,8845.51222598907,8808.376664010928,8799.092773516393,8789.808883021857,8780.52499252732,8771.241102032785,8761.95721153825,8752.673321043714,8743.389430549178,8734.105540054643,8734.105540054643,tp9_hit,92.83890494535626,5.0,2018
2018-10-05 09:55:00,2018-01-01 17:00:00,SELL,8659.413943,8686.676761318777,8632.151124681222,8618.519715521834,8604.888306362445,8591.256897203057,8577.625488043668,8563.99407888428,8550.362669724891,8536.731260565502,8523.099851406114,8523.099851406114,tp9_hit,136.31409159388568,5.0,2018
2018-10-11 04:00:00,2018-01-01 17:00:00,SELL,8073.926724,8148.143380254168,7999.710067745832,7962.601739618748,7925.493411491664,7888.38508336458,7851.276755237496,7814.168427110412,7777.060098983328,7739.951770856244,7702.84344272916,7702.84344272916,tp9_hit,371.0832812708395,5.0,2018
2018-10-11 10:00:00,2018-01-01 17:00:00,SELL,8100.882323,8209.010984989134,7992.7536610108655,7938.689330016298,7884.624999021731,7830.560668027164,7776.496337032597,7722.43200603803,7668.367675043462,7614.303344048895,7560.239013054328,7560.239013054328,tp9_hit,540.6433099456717,5.0,2018
2018-10-11 09:55:00,2018-01-01 17:00:00,SELL,8151.315381,8239.734633436308,8062.896128563692,8018.686502345538,7974.4768761273845,7930.2672499092305,7886.0576236910765,7841.8479974729225,7797.638371254769,7753.428745036615,7709.219118818461,7709.219118818461,tp9_hit,442.0962621815397,5.0,2018
2018-10-23 04:10:00,2018-01-01 17:00:00,SELL,8160.010736,8193.069470106168,8126.952001893833,8110.422634840749,8093.8932677876655,8077.363900734582,8060.834533681498,8044.305166628415,8027.775799575331,8011.246432522247,7994.717065469164,7994.717065469164,tp9_hit,165.2936705308366,5.0,2018
2018-10-25 11:00:00,2018-01-01 17:00:00,SELL,8094.795575,8110.753280474119,8078.837869525882,8070.859016788822,8062.880164051763,8054.901311314704,8046.922458577645,8038.943605840585,8030.964753103526,8022.985900366467,8015.007047629408,8015.007047629408,tp9_hit,79.78852737059242,5.0,2018
2018-10-26 09:40:00,2018-01-01 17:00:00,SELL,7854.803784,7882.354838678149,7827.252729321851,7813.477201982776,7799.701674643702,7785.926147304628,7772.150619965553,7758.375092626478,7744.599565287404,7730.82403794833,7717.048510609256,7717.048510609256,tp9_hit,137.75527339074415,5.0,2018
2018-10-26 09:40:00,2018-01-01 17:00:00,SELL,7854.803784,7894.528360025142,7815.079207974857,7795.216919962286,7775.3546319497145,7755.492343937143,7735.630055924572,7715.767767912001,7695.905479899429,7676.043191886858,7656.180903874287,7656.180903874287,tp9_hit,198.62288012571298,5.0,2018
2018-10-26 09:40:00,2018-01-12 13:30:00,SELL,7854.803784,7931.628614225502,7777.978953774497,7739.566538661746,7701.154123548995,7662.741708436244,7624.3292933234925,7585.916878210741,7547.50446309799,7509.092047985239,7470.679632872488,7931.628614225502,sl_hit,-76.82483022550241,-1.0,2018
2018-10-29 09:50:00,2018-01-01 17:00:00,SELL,8038.275769,8077.710866389422,7998.840671610577,7979.123122915866,7959.405574221155,7939.688025526444,7919.970476831732,7900.252928137021,7880.53537944231,7860.817830747599,7841.100282052887,7841.100282052887,tp9_hit,197.1754869471124,5.0,2018
2018-10-31 10:55:00,2018-01-01 17:00:00,SELL,8071.318117,8117.419732806996,8025.216501193004,8002.165693289506,7979.114885386008,7956.06407748251,7933.013269579012,7909.962461675514,7886.911653772016,7863.860845868518,7840.81003796502,7840.81003796502,tp9_hit,230.50807903498026,5.0,2018
2018-10-31 10:55:00,2018-01-01 17:00:00,SELL,8071.318117,8099.159451286507,8043.476782713493,8029.55611557024,8015.635448426986,8001.714781283732,7987.794114140479,7973.873446997226,7959.952779853972,7946.032112710718,7932.111445567465,7932.111445567465,tp9_hit,139.20667143253468,5.0,2018
2018-11-09 10:55:00,2018-01-01 17:00:00,SELL,8143.489562,8196.547619062452,8090.431504937547,8063.9024764063215,8037.373447875095,8010.844419343868,7984.315390812642,7957.786362281417,7931.25733375019,7904.728305218963,7878.199276687737,7878.199276687737,tp9_hit,265.2902853122623,5.0,2018
2018-11-19 10:30:00,2018-01-01 17:00:00,SELL,7788.719088,7838.877978724602,7738.5601972753975,7713.480751913096,7688.401306550795,7663.321861188494,7638.242415826193,7613.162970463892,7588.083525101591,7563.004079739289,7537.924634376988,7537.924634376988,tp9_hit,250.79445362301158,5.0,2018
2018-11-21 08:45:00,2018-01-01 17:00:00,SELL,7642.926974,7671.057296083909,7614.796651916091,7600.731490874136,7586.666329832182,7572.601168790227,7558.536007748273,7544.470846706318,7530.405685664364,7516.340524622409,7502.275363580455,7502.275363580455,tp9_hit,140.65161041954525,5.0,2018
2018-11-26 10:40:00,2018-01-01 17:00:00,SELL,7681.766225,7710.186470342101,7653.3459796579,7639.13585698685,7624.9257343158,7610.7156116447495,7596.505488973699,7582.295366302649,7568.085243631599,7553.875120960549,7539.664998289499,7539.664998289499,tp9_hit,142.10122671050158,5.0,2018
2018-11-26 10:40:00,2018-01-01 17:00:00,SELL,7681.766225,7711.056008081173,7652.476441918828,7637.831550378241,7623.186658837655,7608.541767297069,7593.896875756483,7579.251984215896,7564.60709267531,7549.962201134724,7535.317309594137,7535.317309594137,tp9_hit,146.44891540586286,5.0,2018
2018-11-26 10:40:00,2018-01-01 17:00:00,SELL,7681.766225,7709.89662476241,7653.63582523759,7639.570625356386,7625.50542547518,7611.440225593975,7597.37502571277,7583.309825831566,7569.24462595036,7555.179426069155,7541.11422618795,7541.11422618795,tp9_hit,140.6519988120499,5.0,2018
2018-12-06 10:20:00,2018-01-05 04:30:00,SELL,7708.142134,7763.518086005118,7652.766181994882,7625.078205992322,7597.390229989764,7569.702253987205,7542.014277984646,7514.326301982086,7486.6383259795275,7458.950349976969,7431.2623739744095,7763.518086005118,sl_hit,-55.37595200511805,-1.0,2018
2018-12-10 08:50:00,2018-01-03 09:00:00,SELL,7648.723877,7690.187114343468,7607.2606396565325,7586.529020984799,7565.797402313065,7545.06578364133,7524.334164969597,7503.602546297863,7482.870927626129,7462.139308954394,7441.407690282661,7690.187114343468,sl_hit,-41.46323734346788,-1.0,2018
2018-12-10 08:50:00,2018-01-03 09:00:00,SELL,7648.723877,7690.187114343468,7607.2606396565325,7586.529020984799,7565.797402313065,7545.06578364133,7524.334164969597,7503.602546297863,7482.870927626129,7462.139308954394,7441.407690282661,7690.187114343468,sl_hit,-41.46323734346788,-1.0,2018
2018-12-10 08:50:00,2018-01-03 09:00:00,SELL,7648.723877,7693.085572140372,7604.362181859628,7582.181334289442,7560.0004867192565,7537.819639149071,7515.638791578885,7493.457944008698,7471.277096438513,7449.096248868327,7426.915401298141,7693.085572140372,sl_hit,-44.36169514037192,-1.0,2018
2018-12-11 10:00:00,2018-01-01 17:00:00,SELL,7817.993449,7855.68903134664,7780.297866653359,7761.450075480039,7742.6022843067185,7723.754493133398,7704.906701960078,7686.058910786758,7667.211119613437,7648.363328440117,7629.515537266797,7629.515537266797,tp9_hit,188.47791173320275,5.0,2018
2018-12-13 08:50:00,2018-01-01 17:00:00,SELL,7864.65852,7897.426817822046,7831.890222177954,7815.50607326693,7799.121924355907,7782.737775444884,7766.353626533861,7749.969477622837,7733.585328711814,7717.201179800792,7700.817030889768,7700.817030889768,tp9_hit,163.84148911023203,5.0,2018
2018-12-13 08:50:00,2018-01-01 17:00:00,SELL,7864.65852,7897.426817822046,7831.890222177954,7815.50607326693,7799.121924355907,7782.737775444884,7766.353626533861,7749.969477622837,7733.585328711814,7717.201179800792,7700.817030889768,7700.817030889768,tp9_hit,163.84148911023203,5.0,2018
